sentence,label,tokens,word_count,char_count
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",negative,"['we', 'cut', 'our', 'frequency', 'to', 'new', 'york', 'last', 'year', 'which', 'explains', 'the', 'fall', 'he', 'said']",15,86
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",negative,"['we', 'see', 'that', 'the', 'market', 'continues', 'to', 'be', 'tight', 'in', 'magazine', 'papers', 'and', 'our', 'target', 'is', 'to', 'close', 'the', 'deals', 'by', 'the', 'end', 'of', 'the', 'year']",26,133
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,"['a', 'survey', 'conducted', 'by', 'taloustutkimus', 'for', 'sampo', 'life', 'shows', 'that', 'companies', 'are', 'badly', 'prepared', 'to', 'losing', 'key', 'staff', 'members']",19,121
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative,"['agricultural', 'newspaper', 'maaseudun', 'tulevaisuus', 'had', 'readers', 'representing', 'a', 'decrease', 'of']",10,99
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,"['at', 'cet', 'arcelormittal', 'had', 'lost', 'to', 'eur', 'on', 'euronext', 'paris', 'coming', 'at', 'the', 'lead', 'of', 'the', 'blue', 'chip', 'fallers']",19,122
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,"['cash', 'flow', 'from', 'operations', 'in', 'january', 'december', 'was', 'a', 'negative', 'eur', 'mn', 'compared', 'to', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",21,139
EPS dropped to EUR0 .2 from EUR0 .3 .,negative,"['eps', 'dropped', 'to', 'eur', 'from', 'eur']",6,37
"Kiosk and cinema operations have suffered , in particular .",negative,"['kiosk', 'and', 'cinema', 'operations', 'have', 'suffered', 'in', 'particular']",8,59
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative,"['kone', 'shares', 'dropped', 'percent', 'to', 'x', 'ac', 'us', 'in', 'helsinki']",10,68
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,"['ramirent', 'made', 'million', 'kroons', 'eur', 'mln', 'loss', 'last', 'year', 'the', 'year', 'before', 'the', 'company', 'was', 'million', 'kroons', 'in', 'the', 'black']",20,127
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative,"['return', 'on', 'capital', 'employed', 'roce', 'was', 'a', 'negative', 'compared', 'to', 'in']",11,81
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative,"['stora', 'enso', 's', 'target', 'has', 'been', 'cut', 'to', 'eur', 'from', 'eur', 'and', 'holmen', 's', 'target', 'to', 'sek', 'from', 'sek']",19,109
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,"['the', 'dismissed', 'staff', 'members', 'will', 'now', 'take', 'the', 'matter', 'to', 'court', 'unless', 'it', 'can', 'be', 'settled', 'outside']",17,96
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative,"['the', 'eu', 'commission', 'said', 'earlier', 'it', 'had', 'fined', 'thyssenkrupp', 'united', 'technologies', 'corp', 's', 'otis', 'schindler', 'ag', 'and', 'kone', 'oyj', 'a', 'total', 'of', 'mln', 'eur', 'for', 'alleged', 'cartel', 'activity', 'in', 'the', 'lift', 'market', 'going', 'back', 'twelve', 'years']",36,217
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",negative,"['the', 'one', 'dark', 'spot', 'on', 'the', 'horizon', 'however', 'was', 'the', 'company', 's', 'performance', 'in', 'the', 'finnish', 'bottled', 'water', 'market']",19,113
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,"['the', 'period', 's', 'sales', 'dropped', 'to', 'eur', 'm', 'from', 'eur', 'm', 'according', 'to', 'the', 'interim', 'report', 'released', 'today']",18,110
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,"['yit', 'lodged', 'counter', 'claims', 'against', 'neste', 'oil', 'totaling', 'some', 'eur', 'm', 'primarily', 'based', 'on', 'work', 'carried', 'out', 'under', 'the', 'contract', 'and', 'additional', 'costs', 'incurred', 'due', 'to', 'prolongation', 'of', 'the', 'project']",30,188
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,"['the', 'stable', 'outlook', 'reflects', 'nokia', 's', 'strong', 'market', 'position', 'in', 'the', 'global', 'mobile', 'handset', 'market', 'strong', 'cash', 'flow', 'generation', 'and', 'very', 'conservative', 'balance', 'sheet', 'said', 'raab']",26,181
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,"['these', 'financing', 'arrangements', 'will', 'enable', 'the', 'company', 'to', 'ensure', 'in', 'line', 'with', 'its', 'treasury', 'policy', 'that', 'it', 'has', 'sufficient', 'financial', 'instruments', 'at', 'its', 'disposal', 'for', 'its', 'potential', 'capital', 'requirements']",29,201
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,"['according', 'to', 'karhinen', 'op', 'pohjola', 'is', 'an', 'exciting', 'enterprise', 'because', 'the', 'cooperation', 'will', 'bring', 'huge', 'opportunities', 'for', 'customers', 'and', 'the', 'company', 'itself']",22,153
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",positive,"['based', 'upon', 'its', 'unique', 'fiber', 'expertise', 'and', 'innovative', 'approach', 'the', 'company', 'has', 'a', 'strong', 'market', 'position', 'in', 'several', 'business', 'areas', 'in', 'which', 'it', 'operates']",24,153
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive,"['efficiency', 'improvement', 'measures', 'january', 'finnish', 'stationery', 'and', 'gift', 'retailer', 'tiimari', 'hel', 'tii', 'v', 'said', 'today', 'that', 'it', 'will', 'continue', 'to', 'improve', 'its', 'operational', 'efficiency', 'by', 'focusing', 'on', 'its', 'profitable', 'core', 'operations']",31,227
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,"['efore', 's', 'results', 'for', 'the', 'last', 'quarter', 'showed', 'an', 'even', 'faster', 'improvement', 'as', 'the', 'company', 'managed', 'to', 'better', 'source', 'its', 'components']",21,128
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,"['technical', 'indicators', 'for', 'the', 'stock', 'are', 'bullish', 'and', 's', 'p', 'gives', 'nok', 'a', 'positive', 'stars', 'out', 'of', 'buy', 'ranking']",19,106
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,"['the', 'broker', 'highlights', 'cargotec', 'as', 'its', 'preferred', 'stock', 'in', 'the', 'sector', 'as', 'it', 'is', 'a', 'pure', 'play', 'on', 'global', 'cargo', 'and', 'container', 'handling', 'and', 'it', 'expects', 'it', 'to', 'play', 'an', 'active', 'role', 'in', 'further', 'consolidating', 'the', 'industry']",37,212
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive,"['the', 'restructuring', 'creates', 'a', 'more', 'efficient', 'organization', 'with', 'increased', 'operational', 'focus', 'and', 'stable', 'profitability', 'and', 'leads', 'to', 'more', 'efficient', 'production', 'said', 'bo', 'annvik', 'head', 'of', 'specialty', 'stainless']",27,203
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",positive,"['we', 're', 'delighted', 'with', 'the', 'move', 'says', 'morna', 'cowie', 'co', 'owner', 'above', 'it', 's', 'double', 'the', 'size', 'of', 'our', 'current', 'shop', 'and', 'has', 'a', 'lovely', 'feel', 'to', 'it']",28,152
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive,"['elcoteq', 'has', 'a', 'proven', 'track', 'record', 'in', 'electronics', 'manufacturing', 'services', 'ems', 'and', 'a', 'global', 'factory', 'network', 'coupled', 'with', 'modern', 'manufacturing', 'equipment', 'and', 'consistent', 'systems', 'and', 'processes']",26,191
"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",neutral,"['previously', 'the', 'company', 'also', 'delivered', 'about', 'of', 'the', 'steel', 'used', 'in', 'oasis', 'of', 'the', 'seas', 'allure', 'of', 'the', 'seas', 'sister', 'ship', 'completed', 'last', 'year']",24,146
The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,"['the', 'main', 'strength', 'of', 'the', 'cooperation', 'project', 'lies', 'in', 'merging', 'the', 'know', 'how', 'of', 'two', 'large', 'companies']",17,98
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,"['the', 'dutch', 'broker', 'noted', 'that', 'nokian', 'tyres', 'reported', 'a', 'good', 'first', 'quarter', 'in', 'above', 'or', 'in', 'line', 'with', 'consensus']",19,114
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,"['the', 'nokian', 'tyre', 'proves', 'its', 'high', 'safety', 'excellently', 'in', 'the', 'important', 'driving', 'qualities', 'stability', 'with', 'mark', 'handling', 'and', 'braking', 'on', 'wet', 'road', 'with']",23,159
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive,"['the', 'respondents', 'praised', 'finnair', 's', 'reliability', 'finnishness', 'and', 'understanding', 'of', 'its', 'target', 'group']",13,102
This ideally placed them in a position to tap into the potential of clean technology .,neutral,"['this', 'ideally', 'placed', 'them', 'in', 'a', 'position', 'to', 'tap', 'into', 'the', 'potential', 'of', 'clean', 'technology']",15,86
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",positive,"['the', 'long', 'standing', 'partnership', 'and', 'commitment', 'enable', 'both', 'parties', 'to', 'develop', 'their', 'respective', 'operations', 'and', 'esl', 'shipping', 'will', 'also', 'have', 'the', 'opportunity', 'to', 'update', 'its', 'fleet', 'and', 'improve', 'its', 'efficiency']",30,202
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,"['thanks', 'to', 'his', 'wide', 'contact', 'network', 'and', 'good', 'knowledge', 'of', 'market', 'and', 'business', 'environment', 'he', 'will', 'give', 'a', 'great', 'contribution', 'to', 'the', 'further', 'development', 'of', 'our', 'indian', 'operations', 'tells', 'incap', 's', 'president', 'ceo', 'juhani', 'hanninen']",35,230
A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,neutral,"['a', 'comprehensive', 'range', 'of', 'cut', 'to', 'length', 'and', 'slitting', 'services', 'will', 'allow', 'ruukki', 'in', 'particular', 'to', 'serve', 'light', 'engineering', 'customers', 'who', 'relocate', 'their', 'production', 'to', 'the', 'st', 'petersburg', 'area']",29,188
"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",neutral,"['creating', 'interfaces', 'that', 'are', 'more', 'similar', 'to', 'interactions', 'in', 'the', 'real', 'world', 'can', 'enable', 'experiences', 'that', 'are', 'more', 'natural', 'and', 'intuitive', 'in', 'the', 'same', 'way', 'that', 'modern', 'games', 'and', 'movies', 'are', 'more', 'immersive', 'through', 'the', 'use', 'of', 'realistic', 'd', 'graphics']",40,244
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,neutral,"['fiskars', 'will', 'be', 'undertaking', 'community', 'projects', 'throughout', 'the', 'uk', 'and', 'they', 'are', 'also', 'on', 'the', 'lookout', 'for', 'local', 'volunteers', 'who', 'are', 'interested', 'in', 'helping', 'out', 'with', 'the', 'selected', 'restoration', 'projects']",30,193
"INTERNET BUSINESS NEWS - -® 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",neutral,"['internet', 'business', 'news', 'm', 'communications', 'ltd', 'as', 'part', 'of', 'a', 'drive', 'to', 'protect', 'users', 'of', 'its', 'internet', 'banking', 'service', 'barclays', 'bank', 'has', 'announced', 'that', 'it', 'is', 'to', 'recommend', 'f', 'secure', 'internet', 'security', 'to', 'its', 'customers']",35,227
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",positive,"['tieto', 'was', 'looking', 'for', 'an', 'energy', 'solution', 'which', 'would', 'best', 'support', 'the', 'idea', 'of', 'sustainable', 'development', 'and', 'we', 'were', 'happy', 'to', 'be', 'able', 'to', 'provide', 'such', 'a', 'solution', 'saysjouni', 'haikarainen', 'vice', 'president', 'fortum']",33,211
